Link,Conteudo,Classificação,codigo
https://www.jusbrasil.com.br/diarios/1117795610/dou-secao-3-19-03-2021-pg-73,"Espécie: Proc. 23072.024950/2019-08 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Fundação Ezequiel Dias - FUNED - CNPJ nº 17.503.475/0001-01, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Formulação de Antirretroviral em Nanopartículas Poliméricas para o tratamento de HIV/AIDS e respectivos ensaios de toxidade, permeabilidade in vitro e biodistribuição in vivo"" depositada junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 13 2017 021795 6, em 10/10/2017. Início da vigência: a partir da data da assinatura, em 01/03/2021 e o termo final corresponderá ao término de vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr Dario Brock Ramalho -Presidente da FUNED, o Sr. Paulo Sérgio Lacerda Beirão - Presidente da FAPEMIG.</p>",Contrato Partilhamento de Titularidade,['BR 13 2017 021795 6']
https://www.jusbrasil.com.br/diarios/1107988644/dou-secao-3-18-01-2021-pg-94," Espécie: Proc. 23072.201009/2020-40 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT e a Biozeus Biopharmaceutical S.A. BIOZEUS - CNPJ nº 16.828.860/0001-58. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""PNPP 19 aplicado ao tratamento ou prevenção do glaucoma e outras doenças oftalmológicas e/ou neurodegenerativas"" depositada junto ao United States Patent and Trademark Office - USPTO sob o número 62/895252, em 03/09/2019. Início da vigência: a partir da data da assinatura, em 15/12/2020 e o termo final corresponderá ao término de vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, os Srs. Luis Eduardo Celidonio Caroli e Paulo Gustavo Sampaio Lacativa - Diretores da BIOZEUS.</p>",Contrato Partilhamento de Titularidade,[]
https://www.jusbrasil.com.br/diarios/1180705603/dou-secao-3-06-05-2022-pg-97," Espécie: Proc. 23072.237890/2021-06 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a 3D LAB Industria Ltda. - EPP - CNPJ nº 20.212.019/0001-09. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Processo para obtenção de filamentos para impressoras 3D contendo nanocompósitos de polímeros e nanomateriais de carbono, produto e uso"" consubstanciada no certificado de adição depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020200117360 em 10/06/2020. Início da vigência: a partir da data da assinatura, em 03 de maio de 2022, e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Brian Filipe Alves de Castro - Representante legal da 3D LAB Indústria Ltda.</p>",Contrato Partilhamento de Titularidade,['BR 102020011736']
https://www.jusbrasil.com.br/diarios/266730181/dou-secao-3-15-10-2019-pg-64,"Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 16/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Fundação de Amparo à Pesquisa do Estado de Minas Gerais -FAPEMIG - CNPJ nº 21.949.888/0001-83, e a Universidade Federal de São João Del Rey -UFSJ - CNPJ nº 21.186.804/0001-05. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Derivados de DGlicosamina, composições farmacêuticas e usos"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020190043512, em 01/03/2019. Início da vigência: a partir da data da assinatura, em 02 de agosto 2019 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Prof. Sérgio Augusto Araújo da Gama Cerqueira - Reitor da UFSJ, o Sr. Thiago Bernardo Borges - Diretor de Planejamento, Gestão e Finanças da FAPEMIG.</p>",Contrato Partilhamento de Titularidade,['BR 102019004351']
https://www.jusbrasil.com.br/diarios/286882176/dou-secao-3-10-03-2020-pg-57,"Espécie: Proc. 23072.025246/2019-64 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 05/2020 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Fundação Ezequiel Dias - FUNED- CNPJ nº 17.503.475/0001-01, a Oncotag Desenvolvimento de Produtos e Serviços para a Saúde Humana Ltda-ME - ONCOTAG - CNPJ nº 21.013.425/0001-05, a Universidade Federal de Uberlândia - UFU - CNPJ nº 25.648.387/0001-18, por meio de sua Pró-Reitoria de Pesquisa e Pós-Graduação, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais -FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Método e kit para prognóstico de câncer de ovário baseado na expressão do gene CASPASE8"", consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 102015032299-2 em 22/12/2015. Início da</p>",Contrato Partilhamento de Titularidade,['BR 102015032299']
https://www.jusbrasil.com.br/diarios/286882176/dou-secao-3-10-03-2020-pg-57,"Espécie: Proc. 23072.022370/2019-78 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 04/2020 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, a Fundação Ezequiel Dias - FUNED- CNPJ nº 17.503.475/0001-01, a Oncotag Desenvolvimento de Produtos e Serviços para a Saúde Humana Ltda-ME - ONCOTAG - CNPJ nº 21.013.425/0001-05, a Universidade Federal de Uberlândia - UFU - CNPJ nº 25.648.387/0001-18, por meio de sua Pró-Reitoria de Pesquisa e Pós-Graduação, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais -FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Método e kit para prognóstico de câncer de ovário baseado na expressão do gene TNFRSF10B e seu uso"", consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 102016004554-1 em 29/02/2016. Início da</p>",Contrato Partilhamento de Titularidade,['BR 102016004554']
https://www.jusbrasil.com.br/diarios/1130354080/dou-secao-3-09-06-2021-pg-67," Espécie: Proc. 23072.218167/2021-10 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a 2Heal Indústria e Comércio de Produtos Químicos Ltda. -2HEAL - CNPJ nº 37.157.550/0001-29. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada"" Materiais em rede como sistemas de liberação controlada de alta atividade e eficiência antiviral, processo e uso ""consubstanciada ao pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR1020200151770, em 24/07/2020. Início da</p>",Contrato Partilhamento de Titularidade,['BR10202001517']
https://www.jusbrasil.com.br/diarios/224445648/dou-secao-3-21-01-2019-pg-81," Espécie: Proc. 23072.030499/2018-79 - Contrato de Partilhamento de Titularidade que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais -FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Dispositivo e Processo para Determinação da Idade Gestacional"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 10 2017 023568 8 em 31/10/2017. Prioridade interna do pedido BR10 2016 025602 0, tendo sua proteção estendida em âmbito internacional pelo PCT/IB2017/056786, desenvolvida em parceria entre a UFMG e a FAPEMIG, doravante denominada TECNOLOGIA. Início da</p>",Contrato Partilhamento de Titularidade,['BR 10 2017 023568 8']
https://www.jusbrasil.com.br/diarios/224445648/dou-secao-3-21-01-2019-pg-81," Espécie: Proc. 23072.045717/2018-70 - Contrato de Partilhamento de Titularidade que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais -FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos relacionados ao Know-How nº 53/2018 intitulado ""Uso de estirpe nãotoxinogênica Clostridium difficile para prevenção e tratamento da infecção e/ou colonização por Clostridium difficile"", desenvolvido em parceria entre a UFMG e a FAPEMIG, doravente denominado KNOW-HOW. Início da vigência: O presente instrumento terá vigência de 10 (dez) anos a contar de 28 de dezembro de 2018. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Alexsander da Silva Rocha - Diretor de Planejamento, Gestão e Finanças da FAPEMIG.</p>",Contrato Partilhamento de Titularidade,[]
https://www.jusbrasil.com.br/diarios/1132706851/dou-secao-3-23-06-2021-pg-99," Espécie: Proc 23072.219608/2021-09 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fertilitatis Innovatio Ltda. - CNPJ nº 31.585.324/0001-62. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Fertilizante líquido e sólido NPK, processo de obtenção, composições fertilizantes e uso"" consubstanciada ao pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR1020190209704, em 04/10/2029. Início da vigência: a partir da data da assinatura, em 18 de junho de 2021, e o termo final corresponderá ao término de vigência da patente. Nomes e cargos dos signatários: o Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Fernando Storino Bento - Representante legal da Fertilitatis Innovatio Ltda.</p>",Contrato Partilhamento de Titularidade,['BR10201902097']
https://www.jusbrasil.com.br/diarios/252948612/dou-secao-3-24-07-2019-pg-72," Espécie: Proc. 23072.015021/2019-08 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 08/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Micelas Poliméricas PH-sensíveis, composições farmacêuticas, processo de obtenção e uso"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 102018 076958 8, em 21/12/2018. Início da</p>",Contrato Partilhamento de Titularidade,['BR 102018']
https://www.jusbrasil.com.br/diarios/252948612/dou-secao-3-24-07-2019-pg-72," Espécie: Proc. 23072.018310/2019-51 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 05/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG - CNPJ nº 21.949.888/0001-83. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Aldiminas sintéticas, composições farmacêuticas contra a infecção por HTLV-1 e usos"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 102018077055 1, em 26/12/2018. Início da</p>",Contrato Partilhamento de Titularidade,['BR 102018077055']
https://www.jusbrasil.com.br/diarios/272120007/dou-secao-3-19-11-2019-pg-80," Espécie: Proc. 23072.028554/2019-41 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 19/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Universidade Estadual Paulista - UNESP -CNPJ nº 48.031.918/0001-24. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Sistemas nanoestruturados produzidos a partir de muco de peixe, processo de obtenção e uso"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 10 2018 073304 4, em 12/11/2018. Início da</p>",Contrato Partilhamento de Titularidade,['BR 10 2018 073304 4']
https://www.jusbrasil.com.br/diarios/251609918/dou-secao-3-15-07-2019-pg-75," Espécie: Proc. 23072.012445/2017-41 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 10/2019 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e a Universidade Federal de Uberlândia UFU - CNPJ nº 25.648.387/0001-18, por meio de sua Pró-Reitoria de Pesquisa e Pós-Graduação.</p>Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Processo para produção de peroxidoxin recombiante de leishmania e uso no diagnóstico de leishmanioses"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 102012030066-4 em 26.11.2012. Início da vigência: a partir da data da assinatura, em 10 de julho de 2019 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, o Sr. Carlos Henrique Carvalho - Pró-Reitor de Pesquisa e Pós-Graduação da UFU.</p>",Contrato Partilhamento de Titularidade,['BR 102012030066']
https://www.jusbrasil.com.br/diarios/301454775/dou-secao-3-10-06-2020-pg-69," Espécie: Proc. 23072.202023/2020-61 - Contrato de Partilhamento de Titularidade de Tecnologia e outras avenças nº 07/2020 que entre si celebram a Universidade Federal de Minas Gerais - UFMG - CNPJ nº 17.217.985/0001-04, por meio de sua Coordenadoria de Transferência e Inovação Tecnológica - CTIT, e o Sindicato das Indústrias do Mobiliário e de Artefatos de Madeira dos Estado de Minas Gerais - SINDMOV-MG - CNPJ nº 17.434.911/0001-20. Objeto: Disciplinar as condições de partilhamento dos direitos de propriedade intelectual relativos à Tecnologia intitulada ""Processo de obtenção de produto de madeira granulada com acabamento superficial na cor preto fosco"" consubstanciada no pedido de patente depositado junto ao Instituto Nacional de Propriedade Industrial - INPI sob o número BR 1020190041102 em 27/02/2019. Início da vigência: a partir da data da assinatura, em 05 de junho de 2020 e o termo final corresponderá ao término da vigência da patente. Nomes e cargos dos signatários: Prof. Gilberto Medeiros Ribeiro - Diretor da CTIT/UFMG, a Sra. Iara Gomes Abade - Presidente do SINDMOV-MG.</p>",Contrato Partilhamento de Titularidade,['BR 102019004110']
